Type;Description;Is GHG Target?;Year;Base Year Period;Is Single Year Target?;Source;Geography;Geography ISO;Sector;Scopes;Events
;1000 MW grid connected wind power;No;;;No;ndc;Sudan;SDN;Energy;Renewable Energy: Wind;
;20% renewables in the power system by 2030;No;2030;;No;ndc;Sudan;SDN;Energy;Renewable Energy;
not_applicable;Not Applicable;No;0;N/A;No;ndc;Suriname;SUR;Economy-wide;Economy Wide;
;25% or above renewables by 2025;No;2025;;No;ndc;Suriname;SUR;Energy;Renewable Energy;
not_applicable;Not Applicable;No;0;N/A;No;ndc;Swaziland;SWZ;Economy-wide;Economy Wide;
;10% ethanol blend in petrol by 2030;No;2030;;No;ndc;Swaziland;SWZ;Transportation;Transportation Fuels;
;Double the share of renewables in the energy mix by 2030, relative to 2010 levels;No;2030;;No;ndc;Swaziland;SWZ;Energy;Renewable Energy;
fixed_level_target;Vehicles free from fossil fuels by 2030;No;2030;N/A;No;law;Sweden;SWE;Transportation;Fuels;
fixed_level_target;At least 10% renewable energy in the transport sector by 2020;No;2020;N/A;No;law;Sweden;SWE;Transportation;Renewable Energy;
fixed_level_target;50% or more of energy will come from renewable sources by 2020;No;2020;N/A;No;law;Sweden;SWE;Energy;Renewable Energy;
base_year_target;Energy use to be 20% more efficient by 2020 against a 1990 baseline;No;2020;1990;No;law;Sweden;SWE;Energy;Energy Efficiency;
fixed_level_target;No use of fossil fuels for heating by 2020;No;2020;N/A;No;law;Sweden;SWE;Energy;Renewable Energy;
base_year_target;40 percent reduction in GHG emissions (non EU ETS sectors) by 2020 against a 1990 baseline;No;2020;1990;No;law;Sweden;SWE;Economy-wide;Economy Wide;
base_year_target;The European Union and its 28 Member States submitted a joint NDC: at least 40% domestic reduction in GHG emissions by 2030 compared to 1990;No;2030;1990;No;ndc;Sweden;SWE;Economy-wide;Economy Wide;
baseline_scenario_target;Reduce emissions from domestic transport, excluding domestic aviation, by at least 70% by 2030 compared with a 1990 baseline;No;2030;1990;No;framework;Sweden;SWE;Transportation;Transport: General;
baseline_scenario_target;Reduce emissions from sectors covered by the EU Effort Sharing Regulation by at least 63% by 2030 compared with a 1990 baseline;No;2030;1990;No;framework;Sweden;SWE;Economy-wide;General;
baseline_scenario_target;Reduce emissions from sectors covered by the EU Effort Sharing Regulation by at least 75% by 2040 compared with a 1990 baseline;No;2040;1990;No;framework;Sweden;SWE;Economy-wide;General;
fixed_level_target;Sweden will achieve carbon neutrality by 2045;No;2045;;No;framework;Sweden;SWE;Economy-wide;General;
base_year_target;Transport sector to emit no more than 100% of 1990 emissions by 2015;No;2015;1990;No;law;Switzerland;CHE;Transportation;General;
fixed_level_target;At least 37,400 GWh of hydroelectric energy by 2035;No;2035;N/A;No;law;Switzerland;CHE;Energy;Renewable Energy;
fixed_level_target;At least 4,400 GWh of non-hydro renewable energy by 2020 and at least 11,400 GWh by 2035;No;2035;N/A;No;law;Switzerland;CHE;Energy;Renewable Energy;
base_year_target;Industry sector to emit no more than 93% of 1990 emissions by 2015 against a 1990 baseline;No;2015;1990;No;law;Switzerland;CHE;Industry;General;
base_year_target;Building sector to emit no more than 78% of 1990 emissions by 2015 against a 1990 baseline;No;2015;1990;No;law;Switzerland;CHE;Buildings;General;
base_year_target;Reduce electricity consumption per person and per annum by 3% in 2020 and by 13% by 2035 by 2020, 2035 against a 2000 baseline;No;2035;2000;No;law;Switzerland;CHE;Energy;Energy Efficiency;
base_year_target;Reduce energy consumption per person and per annum by 16% in 2020 and by 43% by 2035 by 2020, 2035 against a 2000 baseline;No;2035;2000;No;law;Switzerland;CHE;Energy;Energy Efficiency;
base_year_target;20% of GHG emissions (with additional possible commitments) by 2020 against with a 1990 baseline;No;2020;1990;No;law;Switzerland;CHE;Economy-wide;Economy Wide;
base_year_target;50% reduction in GHG emissions by 2030 compared to 1990, corresponding to an average 35% reduction over the period 2021-2030;;;;;;;;;;
fixed_level_target;Raise the fuel efficiency standard for private vehicles by 25% by 2015 against a 2008 baseline;No;2015;2008;No;law;Taiwan;TWN;Transportation;Fuel Efficiency;
fixed_level_target;The rewardable gross capacity of renewable energy is 6.5 million kilowatts to 10 million kilowatts of gross installed capacity by 2029. Upon the rewardable gross installed capacity reaching 5 million kilowatts, the central competent authority shall review the target.;No;2029;2009;No;law;Taiwan;TWN;Energy;Renewable Energy;
trajectory_target;Renewable energy share in the electricity system 8% by 2025;No;2025;2008;No;law;Taiwan;TWN;Energy;Renewable Energy;
intensity_target;Improve energy efficiency by more than 2% per annum, so that when compared with the level in 2005, energy intensity will decrease 20% by 2015 against a 2008 baseline;No;2015;2008;No;law;Taiwan;TWN;Energy;Energy Intensity;
intensity_target;Reform the industrial sector towards a high value-added and low energy intensive structure, so that its carbon intensity could reduce more than 30% by 2025 against a 2008 baseline;No;2025;2008;No;law;Taiwan;TWN;Industry;Energy Intensity;
intensity_target;Supplemented by further technological breakthroughs and proper administrative measures, energy intensity will decrease 50% by 2025 against a 2008 baseline;No;2025;2008;No;law;Taiwan;TWN;Energy;Energy Intensity;
base_year_target;Raise appliance efficiency standards by 10% to 70% by 2011 against a 2008 baseline, and further raise the efficiency standards by 2015;No;2015;2008;No;law;Taiwan;TWN;Urban;Energy Efficiency;
base_year_target;Reduce the energy use of governmental agencies and schools by 7% by 2015 against a 2008 baseline;No;2015;2008;No;law;Taiwan;TWN;Urban;Energy Efficiency;
trajectory_target;Increase the utilization of low carbon natural gas, therefore it could account for more than 25% of power generated by 2025 against a 2008 baseline;No;2025;2008;No;law;Taiwan;TWN;Energy;Fuels;
fixed_level_target;Increase the share of low carbon energy in electricity generation systems from the current 40% to 55% by 2025 against a 2008 baseline;No;2025;2008;No;law;Taiwan;TWN;Energy;Renewable Energy;
fixed_level_target;Promote public emission reduction movement, encourage the public to reduce 1 kg of CO2���foot-print per day;No;0;2008;No;law;Taiwan;TWN;Economy-wide;Economy Wide;
trajectory_target;Reduce CO2���emissions, so that total emission could return to its 2008 level between 2016 ~ 2020, and further reduced to the 2000 level in 2025;No;2025;2008;No;law;Taiwan;TWN;Economy-wide;Economy Wide;
trajectory_target;Long-term national GHG emission reduction goal shall be to reduce GHG emissions to no more than 50% of 2005 GHG emission by 2050;No;2050;2005;No;law;Taiwan;TWN;Economy-wide;Economy Wide;
base_year_target;Not exceeding 80-90% (amounts to 1.7-2.2 tCO2e per capita) (unconditional) of 1990 level by 2030;;;;;;;;;;
;60% districts have climate change and risk reduction strategies by 2020;No;2020;2020;No;law;Tanzania;TZA;Disaster Risk Management (Drm);Disaster Preparedness;
base_year_target;6% non-hydro renewable of power generated by 2015;No;2015;2015;No;law;Tanzania;TZA;Energy;Renewable Energy;
base_year_target;50% energy from renewable by 2020;No;2020;2020;No;law;Tanzania;TZA;Energy;Renewable Energy;
fixed_level_target;130,000 ha increased national forest cover by 2020 against a 2015 baseline;No;2020;2015;No;law;Tanzania;TZA;LULUCF;Afforestation;
baseline_scenario_target;Between 10%-20% reduction in GHG emissions by 2030 compared to the BAU scenario (138-153 MtCO2e gross emissions);No;2030;business as usual scenario;No;ndc;Tanzania;TZA;Economy-wide;Economy Wide;
base_year_target;20% of power generation from renewable sources by 2036;No;2036;N/A;No;law;Thailand;THA;Energy;Renewable Energy;
intensity_target;Reduction of energy intensity by 30% by 2036 against a 2010 baseline;No;2036;2010;No;law;Thailand;THA;Energy;Energy Intensity;
intensity_target;Reduction of energy intensity by 25%, equivalent to 20% reduction in energy consumption by 2030 against a 2005 baseline;No;2030;2005;No;law;Thailand;THA;Energy;Energy Intensity;
baseline_scenario_target;20% (unconditional) up to 25% (conditional) reduction in GHG emissions by 2030 compared to the BAU scenario;No;2030;business as usual scenario;No;ndc;Thailand;THA;Economy-wide;Economy Wide;
;Increase national forest cover to 40% through local community participation.;No;;;No;ndc;Thailand;THA;LULUCF;Reforestation;
intensity_target;20% share of power generation from renewable energy by 2036;;;;;;;;;;
fixed_level_target;50% of energy from renewable energy resources by 2030 against a 2018 baseline;No;2030;2018;No;law;Togo;TGO;Energy;Renewable Energy;
fixed_level_target;Forest cover to reach 9% by 2015;No;2015;N/A;No;law;Togo;TGO;LULUCF;Preservation;
fixed_level_target;Forest cover to reach 20% by 2035;No;2035;N/A;No;law;Togo;TGO;LULUCF;Preservation;
fixed_level_target;Forest cover to reach 30% by 2050;No;2050;N/A;No;law;Togo;TGO;LULUCF;Preservation;
baseline_scenario_target;11.14% (unconditional) and 31.14% (conditional) reduction in GHG emissions by 2030 compared to the baseline scenario;No;2030;N/A;No;ndc;Togo;TGO;Economy-wide;Economy Wide;
;Fighting coastal erosion from PK 11 to PK 45;No;;;No;ndc;Togo;TGO;Coastal zones;Coastal Management;
;4% of the energy mix;No;;;No;ndc;Togo;TGO;Energy;Renewable Energy;
;-20% of consumption of fossil fuels in Togo;No;;;No;ndc;Togo;TGO;Transportation;Road Sector;
fixed_level_target;50% of energy from renewable energy resources by 2013;No;2013;N/A;No;law;Tonga;TON;Energy;Renewable Energy;
fixed_level_target;100% renewable energy by 2035;No;2035;N/A;No;law;Tonga;TON;Energy;Renewable Energy;
fixed_level_target;30% of land used in forestry or agroforestry by 2035;No;2035;N/A;No;law;Tonga;TON;LULUCF;Land Use Change;
base_year_target;Reduce 10% of GHG emissions by 2015 against a 2000 baseline;No;2015;2000;No;law;Tonga;TON;Economy-wide;Economy Wide;
fixed_level_target;All coastal communities are protected by 2035;No;2035;N/A;No;law;Tonga;TON;Coastal zones;Adaptation;
not_applicable;Not Applicable;No;2030;N/A;No;ndc;Tonga;TON;Economy-wide;Economy Wide;
;To double the 2015 number of Marine Protected Areas by 2030.;No;2030;;No;ndc;Tonga;TON;Environment;Ecosystem And Biodiversity;
;50% electricity generation from renewable sources by 2020;;;;;;;;;;
;Reduction of electricity line losses to 9% by 2020;No;2020;;No;ndc;Tonga;TON;Energy;Supply-Side Efficiency: Grid/Energy Loss Reduction;
baseline_scenario_target;15% (equivalent of 103,000,000 tCO2e) reduction in GHG emissions from power generation, transportation and industrial sectors by 2030 compared to the BAU scenario;;;;;;;;;;
;-30% below BAU;No;;;No;ndc;Trinidad and Tobago;TTO;Transportation;Transport: General;
fixed_level_target;400,000 new hectares of forests and silvo-pastoral plantations by 2011;No;2011;2002;No;law;Tunisia;TUN;LULUCF;Land Use Change;
base_year_target;Cumulated savings of 3 million tonnes of oil equivalent (Mtoe) by 2010, 30 Mtoe by 2020 and 80 Mtoe by 2030 by 2010, 2020, 2030 against a 2002 baseline;No;2030;2002;No;law;Tunisia;TUN;Energy;Energy Efficiency;
intensity_target;13% (unconditional) to 41% (conditional) reduction in carbon intensity by 2030 compared to 2010;No;2030;2010;No;ndc;Tunisia;TUN;Economy-wide;Economy Wide;
;The recovery of 3 million tons of solid waste for RDF production by 2030;No;2030;;No;ndc;Tunisia;TUN;Waste;Solid Waste;
;50% of the quantities of waste buried in controlled landfills;No;;;No;ndc;Tunisia;TUN;Waste;Waste: General;
;30% renewable energy share in electricity production by 2030;No;2030;;No;ndc;Tunisia;TUN;Energy;Renewable Energy;
;Triple the solar water heater distribution rate (220 m���_ of collectors per 1,000 inhabitants in 2030);No;2030;;No;ndc;Tunisia;TUN;Energy;Renewable Energy: Solar;
;-30% in primary energy demand;No;;;No;ndc;Tunisia;TUN;Energy;Energy: General;
fixed_level_target;At least 20% of the annual energy demand of new buildings met via renewable energy resources by 2017;No;2017;N/A;No;law;Turkey;TUR;Energy;Renewable Energy;
fixed_level_target;600 MW of geothermal electricity generation capacity by 2023;No;2023;N/A;No;law;Turkey;TUR;Energy;Renewable Energy;
fixed_level_target;20,000 MW of wind electricity generation capacity by 2023;No;2023;N/A;No;law;Turkey;TUR;Energy;Renewable Energy;
fixed_level_target;Full utilisation of technical and economic hydroelectric potential by 2023;No;2023;N/A;No;law;Turkey;TUR;Energy;Renewable Energy;
base_year_target;30% share of renewable energy in total electricity generation by 2023;No;2023;N/A;No;law;Turkey;TUR;Energy;Renewable Energy;
fixed_level_target;76% of municipal waste to be disposed at 104 new sanitary landfill facilities by 2012;No;2012;N/A;No;law;Turkey;TUR;Waste;Waste Management;
fixed_level_target;Dispose 100% of municipal wastes in new  integrated solid waste disposal facilities by 2023;No;2023;N/A;No;law;Turkey;TUR;Waste;Waste Management;
base_year_target;Reduce greenhouse gas emissions in new settlements by at least 10% per settlement in comparison to existing settlements by 2023;No;2023;N/A;No;law;Turkey;TUR;Urban;General;
base_year_target;Reduce the quantity of biodegradable wastes admitted to landfill sites by 75% in weight until 2015, by 50% until 2018 and by 35% until 2025 against a 2005 baseline;No;2025;2005;No;law;Turkey;TUR;Waste;Waste Reduction;
fixed_level_target;2.3 million hectares of land to be afforested and rehabilitated by 2012 against a 2008 baseline;No;2012;2008;No;law;Turkey;TUR;LULUCF;Afforestation;
fixed_level_target;181.4 million tonnes of carbon to be absorbed by forest areas in addition to carbon absorbed by existing sinks by 2020 against a 2008 baseline;No;2020;2008;No;law;Turkey;TUR;LULUCF;Preservation;
base_year_target;Increase the amount of carbon sequestered in forests by 15% of the 2007 value by 2020 (14,500 Gg in 2007, 16,700 Gg in 2020) by 2020 against a 2007 baseline;No;2020;2007;No;law;Turkey;TUR;LULUCF;Afforestation;
base_year_target;Identify the quantity of carbon stored in settlement areas in 2012, and increase stored carbon 3% by 2020 through green planting by 2020 against a 2012 baseline;No;2020;2012;No;law;Turkey;TUR;LULUCF;Afforestation;
base_year_target;Identify the existing carbon stock in wetlands in 2012, and maintain the level until 2020;No;2020;2012;No;law;Turkey;TUR;LULUCF;Preservation;
base_year_target;Identify the amount of sequestered carbon in pastures and meadows in 2012, and increase carbon stock 3% by 2020 against a 2012 baseline;No;2020;2012;No;law;Turkey;TUR;LULUCF;Afforestation;
base_year_target;Reduce deforestation and forest damage by 20% by 2020 against a 2007 baseline;No;2020;2007;No;law;Turkey;TUR;LULUCF;Preservation;
intensity_target;Reduce primary energy intensity by 10% compared to 2008  by 2015 against a 2008 baseline;No;2015;2008;No;law;Turkey;TUR;Energy;Energy Intensity;
